,brand,brand_model,make,model,price,year,model_month,model_year,km_used,fuel_type,mileage,transmission,color,no_of_owners,overall_condition,engine_condition,suspension_condition,brakes_condition,electrical_condition,ac_condition,exterior_condition,interior_condition,tyre_condition
4090,Mercedes-Benz,C-Class,Mercedes-Benz C-Class,250 CDI Classic,12.5,2012-06-01,6,2012,100000.0,Diesel,15.85,Automatic,Black,Second,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
2926,Mercedes-Benz,E-Class,Mercedes-Benz E-Class,E 250 CDI Edition E,32.0,2016-06-01,6,2016,45000.0,Diesel,14.2,Automatic,Brown,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4966,Audi,Q5,Audi Q5,2.0 TDI quattro Premium Plus,19.0,2014-06-01,6,2014,70000.0,Diesel,12.8,Automatic,Brown,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
1224,Hyundai,Santro,Hyundai Santro,XG,1.08,2007-06-01,6,2007,78000.0,Petrol,20.01,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
2059,Honda,Jazz,Honda Jazz,V Petrol,7.88,2017-06-01,6,2017,36858.0,Petrol,18.7,Manual,Silver,First,4.4,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.0
142,Tata,Safari,Tata Safari,XZA Plus Gold,22.99,2022-06-01,6,2022,4738.0,Diesel,14.41,Automatic,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
346,Volkswagen,Polo,Volkswagen Polo,Trendline 1.2L (P),5.2,2015-06-01,6,2015,50000.0,Petrol,16.47,Manual,Grey,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
3930,Ford,Endeavour,Ford Endeavour,Titanium Plus 2.0 4x4 AT,38.0,2020-06-01,6,2020,20000.0,Diesel,12.4,Automatic,Black,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
3206,MarutiSuzuki,Ciaz,MarutiSuzuki Ciaz,VXi+ AT,6.99,2015-01-01,1,2015,28994.0,Petrol,19.12,Automatic,Brown,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.5
982,Honda,City,Honda City,1.5 V AT,4.15,2012-03-01,3,2012,76317.0,Petrol,15.6,Automatic,Red,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
640,BMW,X5,BMW X5,xDrive30d Pure Experience (7 Seater),44.5,2015-03-01,3,2015,39000.0,Diesel,15.97,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4979,BMW,7-Series,BMW 7-Series,730d Sedan,28.5,2014-06-01,6,2014,80000.0,Diesel,18.12,Automatic,Brown,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
4015,BMW,5-Series,BMW 5-Series,525d Sedan,12.0,2011-06-01,6,2011,80000.0,Diesel,17.24,Automatic,Grey,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
5117,Volkswagen,Vento,Volkswagen Vento,Highline Diesel,3.3,2012-06-01,6,2012,89000.0,Diesel,15.6,Manual,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
2123,Honda,City,Honda City,VX,6.9,2015-09-01,9,2015,46000.0,Petrol,15.84,Manual,White,First,4.3,4.5,5.0,5.0,3.6,2.5,4.6,4.7,2.2
3677,BMW,X5,BMW X5,xDrive30d Pure Experience (5 Seater),52.0,2018-06-01,6,2018,80000.0,Diesel,15.97,Automatic,Black,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
3813,Hyundai,Santa Fe,Hyundai Santa Fe,2 WD,3.9,2011-06-01,6,2011,100000.0,Diesel,14.66,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
878,Honda,Accord,Honda Accord,2.4 AT,4.58,2012-06-01,6,2012,98000.0,Petrol,11.8,Automatic,Gold,Third,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
3061,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Zeta 1.2 AT,6.85,2016-06-01,6,2016,61526.0,Petrol,21.4,Automatic,Red,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
1073,BMW,3-Series,BMW 3-Series,320d Luxury Line,44.0,2020-06-01,6,2020,27000.0,Diesel,22.69,Automatic,Blue,Second,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
3810,Renault,Kwid,Renault Kwid,1.0 RXT Opt [2016-2019],4.3,2017-06-01,6,2017,50000.0,Petrol,23.01,Manual,Maroon,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
309,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,VXI+,4.75,2017-02-01,2,2017,38800.0,Petrol,20.5,Manual,White,Second,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.8
4921,Honda,City,Honda City,V Petrol [2017-2019],8.75,2017-06-01,6,2017,16000.0,Petrol,17.4,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.2,3.6
4030,Mahindra,XUV500,Mahindra XUV500,W8,5.5,2012-06-01,6,2012,92000.0,Diesel,15.1,Manual,White,Second,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
4909,BMW,3-Series,BMW 3-Series,330 D Convertible,30.0,2012-06-01,6,2012,20000.0,Diesel,20.38,Automatic,Black,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
4378,Tata,Safari,Tata Safari,2.2 VX 4x2,11.45,2017-06-01,6,2017,70000.0,Diesel,14.0,Manual,White,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
932,Honda,City,Honda City,VX CVT,8.45,2016-05-01,5,2016,48300.0,Petrol,15.84,Automatic,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
3220,Volvo,V40,Volvo V40,D3 R-Design,19.75,2018-03-01,3,2018,39000.0,Diesel,16.81,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
2950,Mercedes-Benz,C-Class,Mercedes-Benz C-Class,C 250 d,35.0,2018-06-01,6,2018,26000.0,Diesel,19.71,Automatic,White,Second,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
4412,Tata,Nexon,Tata Nexon,XZ Plus Diesel,8.64,2019-05-01,5,2019,83901.0,Diesel,23.97,Manual,White,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
2413,MarutiSuzuki,Alto 800,MarutiSuzuki Alto 800,Lxi,2.71,2017-05-01,5,2017,23793.0,Petrol,22.74,Manual,Black,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
1312,Audi,A4,Audi A4,2.0 TDI (177bhp) Premium,14.0,2012-10-01,10,2012,41400.0,Diesel,17.11,Automatic,Silver,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
2474,Honda,Jazz,Honda Jazz,S MT [2015-2016],5.25,2016-02-01,2,2016,52764.0,Petrol,18.7,Manual,Bronze,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.6
2667,BMW,5-Series,BMW 5-Series,520d Luxury Line,15.0,2013-06-01,6,2013,48000.0,Diesel,18.12,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4704,LandRover,Discovery,LandRover Discovery,3.0 HSE Petrol,66.0,2018-06-01,6,2018,80000.0,Petrol,12.05,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
4647,Hyundai,Santa Fe,Hyundai Santa Fe,2 WD,3.9,2011-06-01,6,2011,100000.0,Diesel,14.66,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
1853,Mercedes-Benz,C-Class,Mercedes-Benz C-Class,200 CGI,10.8,2011-06-01,6,2011,69343.0,Petrol,10.96,Automatic,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
3797,Mercedes-Benz,M-Class,Mercedes-Benz M-Class,350,19.5,2012-06-01,6,2012,61000.0,Petrol,6.6,Automatic,Black,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
2685,Honda,WR-V,Honda WR-V,SV MT Petrol,8.9,2020-11-01,11,2020,24000.0,Petrol,16.5,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
3155,Hyundai,Venue,Hyundai Venue,SX Plus 1.0 AT Petrol [2019-2020],12.02,2021-05-01,5,2021,16778.0,Petrol,17.92,Automatic,Blue,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
297,Skoda,Rapid,Skoda Rapid,Style 1.5 TDI AT,11.7,2018-08-01,8,2018,43388.0,Diesel,21.72,Automatic,Grey,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
4582,Volkswagen,Vento,Volkswagen Vento,TSI,6.5,2016-01-01,1,2016,66585.0,Petrol,16.93,Automatic,Brown,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4850,Jaguar,F-Pace,Jaguar F-Pace,Pure,46.0,2018-06-01,6,2018,60000.0,Diesel,19.3,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
843,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Zeta 1.2,6.99,2020-06-01,6,2020,17000.0,Petrol,21.4,Manual,Grey,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
130,Mercedes-Benz,GLE,Mercedes-Benz GLE,350 d,58.99,2019-06-01,6,2019,22307.0,Diesel,17.76,Automatic,Black,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
244,Hyundai,Elite i20,Hyundai Elite i20,Sportz 1.2,4.86,2014-06-01,6,2014,45941.0,Petrol,18.6,Manual,Beige,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
4134,Honda,City,Honda City,V Petrol [2017-2019],7.8,2017-06-01,6,2017,62000.0,Petrol,17.4,Manual,Grey,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
2508,Mercedes-Benz,GLS,Mercedes-Benz GLS,350 d,83.0,2019-06-01,6,2019,21000.0,Diesel,11.5,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.7
1980,Honda,Amaze,Honda Amaze,1.2 V CVT Petrol [2018-2020],7.49,2018-06-01,6,2018,29000.0,Petrol,19.0,Automatic,Grey,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
2455,MarutiSuzuki,Ciaz,MarutiSuzuki Ciaz,VXi+ AT,7.25,2015-01-01,1,2015,28994.0,Petrol,19.12,Automatic,Brown,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.5
3374,Volvo,XC60,Volvo XC60,Kinetic,23.5,2017-06-01,6,2017,140000.0,Diesel,14.7,Automatic,Grey,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
2800,Honda,City,Honda City,V,7.9,2016-06-01,6,2016,26000.0,Petrol,15.84,Manual,Silver,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
916,Tata,Harrier,Tata Harrier,XZ,17.5,2020-02-01,2,2020,23200.0,Diesel,16.3,Manual,Orange,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
2003,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Alpha 1.2,6.75,2016-05-01,5,2016,679899.0,Petrol,21.4,Manual,Red,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
4985,Mercedes-Benz,A-Class Sedan,Mercedes-Benz A-Class Sedan,200d,43.0,2021-06-01,6,2021,12500.0,Diesel,17.76,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
3914,BMW,5-Series,BMW 5-Series,520d Modern Line,14.9,2012-06-01,6,2012,42000.0,Diesel,18.48,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
3284,Mercedes-Benz,CLA,Mercedes-Benz CLA,200 CDI Style,23.25,2016-02-01,2,2016,23000.0,Diesel,17.76,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
4942,Audi,Q7,Audi Q7,3.0 TDI quattro Premium Plus,16.0,2013-03-01,3,2013,74000.0,Diesel,12.07,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
439,MarutiSuzuki,Eeco,MarutiSuzuki Eeco,5 STR WITH A/C+HTR [2019-2020],4.09,2018-05-01,5,2018,25766.0,Petrol,16.2,Manual,Grey,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
1220,Force,Motors Gurkha,Force Motors Gurkha,Hard Top 4X4,6.5,2016-06-01,6,2016,48000.0,Diesel,17.76,Manual,Grey,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
1490,Audi,A6,Audi A6,35 TDI Technology,26.0,2015-05-01,5,2015,49000.0,Diesel,16.66,Automatic,Silver,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
1865,Mercedes-Benz,GL-Class,Mercedes-Benz GL-Class,350 CDI,32.0,2013-06-01,6,2013,144100.0,Diesel,17.76,Automatic,White,Second,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
1838,Mercedes-Benz,E-Class,Mercedes-Benz E-Class,E220 CDI Blue Efficiency,16.5,2012-06-01,6,2012,46877.0,Diesel,12.74,Automatic,Gold,Second,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
2524,Volkswagen,Vento,Volkswagen Vento,Highline 1.2 (P) AT,7.11,2016-06-01,6,2016,42000.0,Petrol,18.19,Automatic,Brown,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
2671,Toyota,Camry,Toyota Camry,Hybrid,13.5,2014-06-01,6,2014,108000.0,Petrol,19.16,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.6,3.7
269,Ford,Ecosport,Ford Ecosport,Titanium 1.5 TDCi,4.61,2014-05-01,5,2014,59017.0,Diesel,22.7,Manual,Silver,Second,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
3762,Hyundai,Xcent,Hyundai Xcent,S 1.2,4.65,2014-06-01,6,2014,47000.0,Petrol,19.1,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
196,Ford,Figo,Ford Figo,Duratorq Diesel EXI 1.4,2.2,2013-06-01,6,2013,55000.0,Diesel,20.0,Manual,Blue,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
4830,Hyundai,i20,Hyundai i20,Sportz 1.4 CRDI,2.98,2013-06-01,6,2013,60000.0,Diesel,18.86,Manual,Silver,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
3312,BMW,3-Series,BMW 3-Series,320d Luxury Line [2014-2016],25.75,2014-06-01,6,2014,67512.0,Diesel,20.38,Automatic,White,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
2097,Hyundai,Verna,Hyundai Verna,SX 1.5 CRDi,11.76,2020-10-01,10,2020,23000.0,Diesel,25.0,Manual,Black,First,4.3,4.5,5.0,5.0,3.6,2.5,4.6,4.7,2.2
4096,Toyota,Fortuner,Toyota Fortuner,3.0 MT,9.89,2011-06-01,6,2011,135000.0,Diesel,10.8,Manual,Grey,Second,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
861,MarutiSuzuki,Ertiga,MarutiSuzuki Ertiga,VXI CNG,8.86,2017-06-01,6,2017,62000.0,CNG,24.59,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
628,Toyota,Land Cruiser,Toyota Land Cruiser,LC 200 VX,135.0,2016-06-01,6,2016,79000.0,Diesel,17.76,Automatic,Black,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
3880,Mercedes-Benz,V-Class,Mercedes-Benz V-Class,Exclusive LWB [2019-2020],82.5,2019-05-01,5,2019,4000.0,Diesel,17.76,Automatic,Blue,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.3
2427,Volkswagen,Tiguan,Volkswagen Tiguan,Highline TDI,27.0,2018-06-01,6,2018,45500.0,Diesel,16.65,Automatic,Grey,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
1542,Kia,Seltos,Kia Seltos,HTK 1.5 [2020-2021],13.99,2020-06-01,6,2020,39000.0,Petrol,16.5,Manual,Red,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4145,BMW,3-Series,BMW 3-Series,320d Sport Line [2014-2016],20.5,2014-06-01,6,2014,80000.0,Diesel,20.38,Automatic,Black,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
1687,BMW,5-Series,BMW 5-Series,520d Luxury Line [2017-2019],46.0,2019-06-01,6,2019,37000.0,Diesel,22.48,Automatic,Blue,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
423,Jaguar,XF,Jaguar XF,2.2 Diesel,24.49,2014-03-01,3,2014,63000.0,Diesel,17.22,Automatic,Blue,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
5287,BMW,7-Series,BMW 7-Series,730Ld Sedan,20.0,2010-03-01,3,2010,77000.0,Diesel,14.5,Automatic,Black,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
2852,MarutiSuzuki,Eeco,MarutiSuzuki Eeco,5 STR WITH A/C+HTR [2019-2020],4.46,2019-05-01,5,2019,15615.0,Petrol,16.2,Manual,Grey,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
4825,Jaguar,XF,Jaguar XF,Pure Diesel CBU,36.0,2018-06-01,6,2018,19000.0,Diesel,17.22,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
1619,Mahindra,Thar,Mahindra Thar,LX 4-STR Convertible Diesel AT,17.75,2020-06-01,6,2020,29000.0,Diesel,13.28,Automatic,Red,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
3386,Hyundai,Creta,Hyundai Creta,SX 1.6 CRDi,11.7,2017-06-01,6,2017,85000.0,Diesel,19.67,Manual,White,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
875,Mercedes-Benz,CLA,Mercedes-Benz CLA,200 Petrol Sport,16.5,2015-06-01,6,2015,52000.0,Petrol,17.76,Automatic,White,Third,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4285,Mercedes-Benz,C-Class,Mercedes-Benz C-Class,C 200 Avantgarde Edition,31.75,2018-06-01,6,2018,34000.0,Petrol,16.93,Automatic,Beige,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.7
3170,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,VXI+,3.88,2014-05-01,5,2014,41503.0,Petrol,20.5,Manual,Bronze,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
1834,BMW,X5,BMW X5,M,78.0,2015-06-01,6,2015,51000.0,Petrol,15.97,Automatic,Grey,Third,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
4110,Hyundai,Santa Fe,Hyundai Santa Fe,2 WD,10.49,2014-06-01,6,2014,80000.0,Diesel,14.66,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
2226,MarutiSuzuki,XL6,MarutiSuzuki XL6,Zeta MT Petrol,11.3,2021-12-01,12,2021,3600.0,Petrol,19.01,Manual,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
1442,Honda,WR-V,Honda WR-V,VX MT Diesel,10.5,2019-01-01,1,2019,24000.0,Diesel,25.5,Manual,Red,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
1453,MarutiSuzuki,Ertiga,MarutiSuzuki Ertiga,ZXi Plus,10.98,2021-05-01,5,2021,2145.0,Petrol,19.01,Manual,Silver,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
921,Mercedes-Benz,S-Class,Mercedes-Benz S-Class,S 500,53.0,2014-03-01,3,2014,37400.0,Petrol,11.52,Automatic,Black,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
2936,MarutiSuzuki,Swift,MarutiSuzuki Swift,VXi [2014-2017],7.07,2019-06-01,6,2019,22500.0,Petrol,20.4,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
1429,Tata,Tiago,Tata Tiago,XZA Plus,7.25,2021-06-01,6,2021,14000.0,Petrol,20.0,Automatic,Red,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
296,MarutiSuzuki,Vitara Brezza,MarutiSuzuki Vitara Brezza,ZXi Plus,9.85,2020-02-01,2,2020,45780.0,Petrol,17.0,Manual,Grey,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
197,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,VXI,3.75,2017-06-01,6,2017,25000.0,Petrol,20.5,Manual,Red,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
1093,Honda,City,Honda City,1.5 S MT,6.9,2015-06-01,6,2015,75000.0,Petrol,16.8,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
5172,Honda,Accord,Honda Accord,2.4 AT,4.6,2010-06-01,6,2010,50000.0,Petrol,7.6,Automatic,Gold,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
1491,Mercedes-Benz,E-Class,Mercedes-Benz E-Class,E220 CDI Blue Efficiency,11.9,2012-03-01,3,2012,97651.0,Diesel,12.74,Automatic,Brown,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
2698,Jaguar,XJ,Jaguar XJ,3.0 V6 Portfolio,39.5,2015-06-01,6,2015,41900.0,Diesel,12.9,Automatic,Blue,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
3777,Toyota,Fortuner,Toyota Fortuner,2.8 4x2 MT [2016-2020],33.0,2019-06-01,6,2019,40000.0,Diesel,14.24,Manual,Black,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4636,Ford,Figo,Ford Figo,Duratorq Diesel EXI 1.4,2.65,2011-06-01,6,2011,100000.0,Diesel,14.7,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
528,MarutiSuzuki,Ertiga,MarutiSuzuki Ertiga,VDI SHVS,7.95,2016-06-01,6,2016,106000.0,Diesel,24.52,Manual,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.0
3142,Toyota,Yaris,Toyota Yaris,J CVT [2018-2020],10.28,2020-05-01,5,2020,9696.0,Petrol,17.8,Automatic,Silver,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
839,MarutiSuzuki,Ertiga,MarutiSuzuki Ertiga,Vxi CNG,7.28,2015-06-01,6,2015,86000.0,CNG,22.8,Manual,White,Second,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
1525,Tata,Nexon,Tata Nexon,XM,8.19,2019-06-01,6,2019,39484.0,Petrol,17.88,Manual,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
3841,Mercedes-Benz,M-Class,Mercedes-Benz M-Class,ML 250 CDI,25.5,2015-06-01,6,2015,80000.0,Diesel,10.42,Automatic,Silver,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
69,Mahindra,XUV500,Mahindra XUV500,W11(O) [2018-2020],14.0,2018-10-01,10,2018,16617.0,Diesel,15.1,Manual,White,First,4.7,4.5,5.0,5.0,3.6,5.0,5.0,5.0,4.4
103,Jeep,Compass,Jeep Compass,Limited (O) 2.0 Diesel 4x4 [2017-2020],14.95,2017-06-01,6,2017,46991.0,Diesel,16.9,Manual,Red,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
66,MarutiSuzuki,Vitara Brezza,MarutiSuzuki Vitara Brezza,VDi,6.7,2016-11-01,11,2016,41508.0,Diesel,24.29,Manual,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.7
2304,MarutiSuzuki,Alto,MarutiSuzuki Alto,VXi,3.79,2019-05-01,5,2019,44454.0,Petrol,23.95,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
1643,BMW,X7,BMW X7,xDrive 40i [2019-2019],121.0,2020-06-01,6,2020,25000.0,Petrol,17.76,Automatic,Grey,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
1509,Ford,Ecosport,Ford Ecosport,Titanium 1.5 TDCi,7.78,2015-06-01,6,2015,48509.0,Diesel,22.7,Manual,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.7
5082,MarutiSuzuki,Vitara Brezza,MarutiSuzuki Vitara Brezza,VDi,8.99,2019-06-01,6,2019,30000.0,Diesel,24.29,Manual,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
3433,Hyundai,Eon,Hyundai Eon,Era +,2.84,2013-05-01,5,2013,61839.0,Petrol,21.1,Manual,Grey,Second,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
3129,Honda,Jazz,Honda Jazz,V AT Petrol,7.08,2017-05-01,5,2017,30858.0,Petrol,19.0,Automatic,Grey,Second,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
3108,MarutiSuzuki,Alto 800,MarutiSuzuki Alto 800,Lxi,3.37,2018-05-01,5,2018,67110.0,Petrol,22.74,Manual,Grey,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
1859,BMW,X5,BMW X5,xDrive 30d,60.0,2017-06-01,6,2017,39300.0,Diesel,16.45,Automatic,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
2574,Skoda,Rapid,Skoda Rapid,Ambition 1.6 MPI AT,7.25,2017-01-01,1,2017,67218.0,Petrol,14.84,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.0
3393,Mercedes-Benz,AMG A35 Limousine,Mercedes-Benz AMG A35 Limousine,4MATIC,55.0,2021-06-01,6,2021,2000.0,Petrol,17.76,Automatic,Black,UnRegistered Car,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
519,Hyundai,i10,Hyundai i10,Magna 1.2 Kappa2,3.37,2013-05-01,5,2013,10386.0,Petrol,20.63,Manual,Orange,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
1367,Hyundai,Verna,Hyundai Verna,Fluidic 1.6 VTVT SX Opt AT,10.75,2018-01-01,1,2018,34732.0,Petrol,19.41,Automatic,White,First,4.7,4.6,5.0,5.0,4.3,4.5,5.0,5.0,3.1
3508,Honda,City,Honda City,1.5 S MT,4.6,2010-05-01,5,2010,70658.0,Petrol,11.6,Manual,Black,Second,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
1325,Toyota,Corolla,Toyota Corolla,H2 1.8E,2.3,2006-06-01,6,2006,105000.0,Petrol,9.6,Manual,White,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
